,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other
288,"Yolo County, California",212605.0,155003.0,7612.0,4789.0,35227.0,2307.0,22263.0
289,"Humboldt County, California",135490.0,116721.0,3181.0,11719.0,5528.0,1069.0,6017.0
290,"Nevada County, California",98838.0,94177.0,1082.0,2427.0,2298.0,327.0,2208.0
291,"Alpine County, California",1203.0,898.0,25.0,325.0,37.0,8.0,6.0
292,"Madera County, California",154440.0,122249.0,6125.0,4341.0,4341.0,551.0,22193.0
293,"Mendocino County, California",87497.0,76298.0,1445.0,6451.0,2366.0,508.0,5208.0
294,"Santa Cruz County, California",273263.0,222884.0,5088.0,5479.0,17515.0,1399.0,35347.0
295,"Trinity County, California",13037.0,11662.0,168.0,832.0,222.0,161.0,427.0
296,"Los Angeles County, California",10105722.0,5539772.0,938238.0,157517.0,1621548.0,54214.0,2219583.0
297,"Riverside County, California",2355002.0,1536689.0,178663.0,45050.0,186300.0,16201.0,507451.0
298,"San Bernardino County, California",2121220.0,1390842.0,212959.0,44044.0,177695.0,13948.0,391129.0
299,"Santa Clara County, California",1911226.0,947297.0,63995.0,25761.0,728076.0,15348.0,232842.0
300,"Marin County, California",260814.0,215357.0,8964.0,3346.0,20692.0,1194.0,24903.0
301,"Placer County, California",374985.0,326894.0,9170.0,7296.0,34827.0,3154.0,14430.0
302,"Siskiyou County, California",43530.0,39728.0,1009.0,3430.0,1050.0,225.0,998.0
303,"Shasta County, California",178919.0,162751.0,3428.0,8118.0,7144.0,845.0,4863.0
304,"Solano County, California",434981.0,254902.0,73308.0,8699.0,81877.0,7618.0,44914.0
305,"Del Norte County, California",27442.0,22851.0,766.0,3537.0,1258.0,52.0,1179.0
306,"Colusa County, California",21479.0,19521.0,417.0,473.0,413.0,52.0,1249.0
307,"Glenn County, California",27935.0,23759.0,361.0,940.0,782.0,125.0,2583.0
308,"Butte County, California",225207.0,198264.0,6158.0,9347.0,13390.0,1346.0,11504.0
309,"Kings County, California",150183.0,104588.0,11919.0,3915.0,7714.0,664.0,28137.0
310,"Plumas County, California",18724.0,17488.0,331.0,1020.0,435.0,60.0,428.0
311,"San Luis Obispo County, California",280119.0,249233.0,7029.0,5349.0,14265.0,948.0,13554.0
312,"Fresno County, California",971616.0,650249.0,57528.0,22676.0,110155.0,4364.0,168643.0
313,"Kern County, California",878744.0,684743.0,56167.0,18641.0,49903.0,4101.0,97037.0
314,"Orange County, California",3155816.0,2067989.0,74803.0,35028.0,690856.0,20832.0,399787.0
315,"Ventura County, California",847834.0,710443.0,22348.0,16703.0,76917.0,4517.0,57223.0
316,"Calaveras County, California",45057.0,43000.0,601.0,1416.0,1019.0,248.0,525.0
317,"Sutter County, California",95583.0,72478.0,3227.0,3212.0,17140.0,1158.0,5288.0
318,"San Mateo County, California",763450.0,431031.0,26460.0,7799.0,236879.0,15597.0,90870.0
319,"Tuolumne County, California",53899.0,49381.0,1388.0,2264.0,1080.0,281.0,2253.0
320,"San Joaquin County, California",724153.0,465675.0,64185.0,40958.0,130599.0,9447.0,91105.0
321,"Amador County, California",37306.0,34078.0,1061.0,1562.0,841.0,144.0,1450.0
322,"Costilla County, Colorado",3628.0,3388.0,13.0,82.0,128.0,57.0,77.0
323,"Adams County, Colorado",487850.0,419769.0,21169.0,11780.0,23418.0,1147.0,28948.0
324,"Conejos County, Colorado",8147.0,7510.0,76.0,233.0,23.0,10.0,464.0
325,"Custer County, Colorado",4505.0,4292.0,121.0,124.0,34.0,30.0,28.0
326,"Douglas County, Colorado",320940.0,296850.0,6281.0,3252.0,18565.0,1146.0,5603.0
327,"Eagle County, Colorado",53726.0,48597.0,803.0,377.0,740.0,145.0,4072.0
328,"Lake County, Colorado",7481.0,6676.0,17.0,31.0,126.0,35.0,690.0
329,"La Plata County, Colorado",54469.0,49524.0,423.0,4032.0,571.0,31.0,1214.0
330,"Moffat County, Colorado",13056.0,12534.0,168.0,254.0,88.0,101.0,169.0
331,"Pitkin County, Colorado",17747.0,16539.0,345.0,120.0,402.0,0.0,668.0
332,"Rio Grande County, Colorado",11430.0,10635.0,122.0,322.0,26.0,23.0,465.0
333,"Cheyenne County, Colorado",2127.0,2052.0,1.0,39.0,65.0,3.0,12.0
334,"Bent County, Colorado",5806.0,5295.0,366.0,70.0,36.0,0.0,115.0
335,"Crowley County, Colorado",5514.0,5035.0,263.0,162.0,140.0,42.0,194.0
336,"Dolores County, Colorado",1736.0,1720.0,6.0,65.0,0.0,0.0,3.0
337,"San Juan County, Colorado",569.0,553.0,0.0,3.0,0.0,0.0,13.0
338,"Jackson County, Colorado",1372.0,1284.0,0.0,10.0,0.0,0.0,83.0
339,"Larimer County, Colorado",330976.0,311696.0,5705.0,5496.0,10872.0,641.0,7919.0
340,"Logan County, Colorado",21885.0,21027.0,902.0,372.0,244.0,0.0,350.0
341,"Montezuma County, Colorado",25770.0,22110.0,226.0,3438.0,211.0,53.0,467.0
342,"San Miguel County, Colorado",7804.0,7594.0,45.0,82.0,157.0,0.0,66.0
343,"Teller County, Colorado",23769.0,23054.0,250.0,441.0,348.0,62.0,210.0
344,"Yuma County, Colorado",10109.0,9642.0,149.0,148.0,53.0,0.0,333.0
345,"Boulder County, Colorado",316782.0,289564.0,4572.0,4609.0,18331.0,776.0,9077.0
346,"Elbert County, Colorado",24553.0,23735.0,294.0,366.0,433.0,15.0,360.0
347,"Las Animas County, Colorado",14151.0,12609.0,210.0,814.0,187.0,31.0,968.0
348,"Lincoln County, Colorado",5520.0,4909.0,529.0,87.0,9.0,14.0,27.0
349,"Clear Creek County, Colorado",9257.0,8961.0,178.0,242.0,108.0,19.0,62.0
350,"Routt County, Colorado",24359.0,23286.0,241.0,218.0,340.0,9.0,487.0
351,"Summit County, Colorado",29722.0,27324.0,514.0,372.0,240.0,155.0,1836.0
352,"Alamosa County, Colorado",16345.0,14511.0,532.0,659.0,322.0,36.0,837.0
353,"Delta County, Colorado",30217.0,28765.0,417.0,501.0,378.0,32.0,531.0
354,"Fremont County, Colorado",46601.0,42805.0,2343.0,916.0,532.0,60.0,926.0
355,"Pueblo County, Colorado",163368.0,132914.0,5477.0,8719.0,2667.0,345.0,20551.0
356,"Montrose County, Colorado",40908.0,38910.0,295.0,654.0,498.0,223.0,1093.0
357,"Morgan County, Colorado",28123.0,25807.0,946.0,621.0,252.0,71.0,1698.0
358,"Park County, Colorado",16900.0,16237.0,33.0,331.0,268.0,202.0,92.0
359,"Saguache County, Colorado",6338.0,5906.0,110.0,274.0,74.0,0.0,261.0
360,"Mesa County, Colorado",148798.0,143245.0,1890.0,2513.0,1929.0,521.0,2435.0
361,"Prowers County, Colorado",12084.0,11711.0,124.0,183.0,116.0,29.0,172.0
362,"Hinsdale County, Colorado",820.0,790.0,5.0,19.0,8.0,0.0,11.0
363,"El Paso County, Colorado",674826.0,571277.0,56758.0,15148.0,30332.0,5413.0,39187.0
364,"Washington County, Colorado",4809.0,4662.0,74.0,29.0,33.0,0.0,72.0
365,"Grand County, Colorado",14793.0,13871.0,56.0,31.0,295.0,107.0,476.0
366,"Arapahoe County, Colorado",626612.0,473931.0,77430.0,11117.0,44002.0,2797.0,47688.0
367,"Otero County, Colorado",18325.0,16883.0,244.0,472.0,217.0,156.0,829.0
368,"Phillips County, Colorado",4327.0,4153.0,28.0,93.0,26.0,12.0,122.0
369,"Archuleta County, Colorado",12592.0,10696.0,198.0,358.0,165.0,6.0,1322.0
370,"Denver County, Colorado",678467.0,540464.0,73386.0,14550.0,31888.0,2325.0,41652.0
371,"Kiowa County, Colorado",1368.0,1360.0,54.0,46.0,0.0,4.0,0.0
372,"Huerfano County, Colorado",6498.0,6245.0,41.0,178.0,18.0,0.0,105.0
373,"Baca County, Colorado",3581.0,3463.0,70.0,69.0,0.0,0.0,29.0
374,"Chaffee County, Colorado",18818.0,18050.0,361.0,348.0,329.0,21.0,305.0
375,"Gilpin County, Colorado",5793.0,5549.0,53.0,218.0,16.0,9.0,158.0
376,"Kit Carson County, Colorado",7846.0,7250.0,269.0,16.0,29.0,42.0,318.0
377,"Garfield County, Colorado",57945.0,52257.0,606.0,1463.0,610.0,13.0,4614.0
378,"Gunnison County, Colorado",16215.0,15779.0,239.0,299.0,178.0,18.0,91.0
379,"Jefferson County, Colorado",564029.0,526931.0,9439.0,9410.0,20553.0,1128.0,13270.0
380,"Mineral County, Colorado",834.0,723.0,19.0,17.0,13.0,0.0,83.0
381,"Ouray County, Colorado",4653.0,4607.0,34.0,25.0,24.0,4.0,3.0
382,"Rio Blanco County, Colorado",6557.0,6497.0,69.0,65.0,22.0,14.0,60.0
383,"Sedgwick County, Colorado",2357.0,2210.0,55.0,54.0,50.0,4.0,71.0
384,"Weld County, Colorado",285729.0,260679.0,4958.0,4933.0,5757.0,872.0,16922.0
385,"New Haven County, Connecticut",862127.0,661553.0,125305.0,6960.0,40016.0,655.0,54629.0
386,"Litchfield County, Connecticut",184454.0,174453.0,4539.0,1188.0,4244.0,124.0,3100.0
387,"Hartford County, Connecticut",897417.0,667611.0,138433.0,8740.0,52462.0,1263.0,62115.0
388,"Windham County, Connecticut",116674.0,107852.0,4567.0,3085.0,2129.0,103.0,3899.0
389,"New London County, Connecticut",270772.0,232069.0,23178.0,7034.0,14387.0,851.0,10312.0
390,"Middlesex County, Connecticut",164110.0,148767.0,9771.0,1099.0,5884.0,146.0,1952.0
391,"Tolland County, Connecticut",151596.0,137698.0,6660.0,1254.0,7628.0,36.0,2413.0
392,"Fairfield County, Connecticut",947328.0,716567.0,120163.0,6975.0,58108.0,1577.0,73064.0
393,"Santa Rosa County, Florida",166778.0,149348.0,12291.0,3520.0,5427.0,674.0,3002.0
394,"Broomfield County, Colorado",64283.0,57588.0,1230.0,1099.0,4911.0,130.0,1758.0
395,"New Castle County, Delaware",555036.0,371968.0,145867.0,4206.0,33442.0,590.0,14101.0
396,"Sussex County, Delaware",215551.0,180671.0,29734.0,2579.0,3354.0,240.0,4307.0
397,"Kent County, Delaware",173145.0,121446.0,47993.0,2923.0,5568.0,660.0,2874.0
398,"Manatee County, Florida",363542.0,316150.0,35318.0,2128.0,8920.0,517.0,7036.0
399,"Citrus County, Florida",141373.0,133568.0,5129.0,1269.0,2605.0,85.0,937.0
400,"Levy County, Florida",39713.0,35577.0,3976.0,758.0,327.0,89.0,177.0
401,"Baker County, Florida",27537.0,23196.0,3866.0,262.0,220.0,11.0,221.0
402,"Volusia County, Florida",518660.0,439877.0,60444.0,4575.0,12149.0,415.0,12575.0
403,"Leon County, Florida",285890.0,183307.0,92380.0,2134.0,11902.0,388.0,2994.0
404,"Broward County, Florida",1890416.0,1210042.0,568385.0,16458.0,83074.0,4417.0,70012.0
405,"Madison County, Florida",18518.0,10779.0,7321.0,111.0,183.0,2.0,260.0
406,"Monroe County, Florida",76745.0,69172.0,5888.0,551.0,1244.0,63.0,1255.0
407,"Escambia County, Florida",309924.0,225776.0,75281.0,6245.0,14256.0,1407.0,4998.0
408,"Hernando County, Florida",179144.0,164036.0,10892.0,1560.0,3105.0,312.0,3257.0
409,"Hillsborough County, Florida",1351087.0,993722.0,249169.0,13452.0,65495.0,3259.0,74922.0
410,"Okaloosa County, Florida",197591.0,163284.0,22522.0,2612.0,9686.0,1213.0,7392.0
411,"Taylor County, Florida",22350.0,17048.0,5034.0,152.0,150.0,46.0,263.0
412,"Wakulla County, Florida",31586.0,26414.0,4947.0,384.0,138.0,0.0,156.0
413,"Washington County, Florida",24472.0,20093.0,3883.0,580.0,216.0,112.0,67.0
414,"Duval County, Florida",912043.0,578523.0,285314.0,8768.0,52581.0,2394.0,16790.0
415,"Bradford County, Florida",26775.0,21308.0,5486.0,122.0,224.0,6.0,104.0
416,"Brevard County, Florida",568183.0,484844.0,65515.0,5337.0,18907.0,1377.0,9584.0
417,"Clay County, Florida",203291.0,171884.0,24656.0,2902.0,8726.0,712.0,4708.0
418,"Lafayette County, Florida",8684.0,7142.0,1467.0,66.0,0.0,90.0,152.0
419,"Lake County, Florida",326215.0,276432.0,36610.0,3133.0,8871.0,551.0,8539.0
420,"Nassau County, Florida",78435.0,71790.0,5244.0,597.0,982.0,41.0,722.0
421,"Pinellas County, Florida",949842.0,802393.0,111737.0,6975.0,38944.0,1398.0,16463.0
422,"Polk County, Florida",652256.0,524663.0,107639.0,5675.0,14242.0,807.0,16286.0
423,"St. Lucie County, Florida",298763.0,224640.0,63091.0,2023.0,7359.0,535.0,8080.0
424,"Glades County, Florida",13197.0,10665.0,1853.0,617.0,129.0,3.0,136.0
425,"Hendry County, Florida",39064.0,31312.0,5337.0,865.0,460.0,116.0,2149.0
426,"Indian River County, Florida",147981.0,130109.0,14773.0,975.0,2646.0,20.0,2445.0
427,"Jackson County, Florida",48571.0,34248.0,13500.0,642.0,486.0,187.0,376.0
428,"Palm Beach County, Florida",1426772.0,1082624.0,280513.0,8003.0,45913.0,2421.0,40543.0
429,"St. Johns County, Florida",226578.0,206331.0,13900.0,2093.0,8078.0,851.0,1717.0
430,"Seminole County, Florida",449260.0,364704.0,58972.0,4556.0,23615.0,879.0,13480.0
431,"Miami-Dade County, Florida",2702602.0,2076704.0,506862.0,9640.0,52627.0,3151.0,98658.0
432,"Bay County, Florida",180117.0,152807.0,22512.0,2831.0,5951.0,476.0,1845.0
433,"Flagler County, Florida",105015.0,88716.0,11903.0,847.0,3067.0,239.0,2530.0
434,"Franklin County, Florida",11675.0,9785.0,1764.0,172.0,41.0,76.0,80.0
435,"Gulf County, Florida",16018.0,12952.0,3111.0,199.0,99.0,32.0,76.0
436,"Hamilton County, Florida",14238.0,8752.0,5134.0,203.0,31.0,24.0,330.0
437,"Liberty County, Florida",8347.0,6654.0,1579.0,96.0,31.0,0.0,71.0
438,"Osceola County, Florida",325168.0,252185.0,42862.0,3238.0,11229.0,1683.0,28000.0
439,"Sumter County, Florida",116754.0,105095.0,9594.0,874.0,1250.0,132.0,1739.0
440,"Walton County, Florida",63457.0,56540.0,3767.0,1222.0,1165.0,181.0,2568.0
441,"Gadsden County, Florida",46113.0,19520.0,26123.0,177.0,384.0,135.0,414.0
442,"Holmes County, Florida",19483.0,17617.0,1520.0,382.0,127.0,35.0,234.0
443,"Jefferson County, Florida",14085.0,8804.0,5057.0,109.0,57.0,0.0,222.0
444,"Lee County, Florida",700165.0,604482.0,66018.0,4532.0,14031.0,1064.0,23839.0
445,"Marion County, Florida",343778.0,289211.0,48636.0,2950.0,7105.0,426.0,4291.0
446,"Hardee County, Florida",27326.0,22375.0,2431.0,48.0,240.0,9.0,2499.0
447,"Collier County, Florida",356774.0,318208.0,26821.0,1842.0,5801.0,77.0,8333.0
448,"Okeechobee County, Florida",40228.0,35359.0,3660.0,706.0,489.0,94.0,499.0
449,"Orange County, Florida",1290216.0,856220.0,292200.0,10383.0,82267.0,3338.0,94236.0
450,"Alachua County, Florida",259865.0,187870.0,56966.0,2363.0,17870.0,595.0,3326.0
451,"District of Columbia, District of Columbia",672391.0,288443.0,330240.0,6304.0,33877.0,1067.0,34110.0
452,"Pasco County, Florida",498136.0,449812.0,32353.0,4397.0,15586.0,816.0,8168.0
453,"Gilchrist County, Florida",17191.0,16031.0,1119.0,195.0,27.0,0.0,92.0
454,"Highlands County, Florida",100177.0,83291.0,10501.0,965.0,1758.0,123.0,5687.0
455,"Suwannee County, Florida",43814.0,37432.0,6302.0,431.0,370.0,43.0,261.0
456,"DeSoto County, Florida",35675.0,30100.0,4752.0,279.0,95.0,60.0,802.0
457,"Calhoun County, Florida",14458.0,11987.0,2101.0,461.0,291.0,148.0,369.0
458,"Charlotte County, Florida",173236.0,158941.0,11458.0,1346.0,3296.0,172.0,1839.0
459,"Columbia County, Florida",68484.0,54554.0,13048.0,838.0,888.0,146.0,860.0
460,"Dixie County, Florida",16323.0,14740.0,1273.0,509.0,115.0,28.0,218.0
461,"Martin County, Florida",155719.0,138822.0,9218.0,1322.0,2790.0,138.0,6002.0
462,"Putnam County, Florida",72435.0,59071.0,12632.0,824.0,599.0,27.0,882.0
463,"Sarasota County, Florida",404839.0,375463.0,21309.0,2332.0,8197.0,379.0,3847.0
464,"Union County, Florida",15300.0,11520.0,3555.0,144.0,106.0,5.0,213.0
465,"Clay County, Georgia",3024.0,1065.0,1951.0,7.0,0.0,0.0,158.0
466,"Echols County, Georgia",4011.0,3274.0,123.0,120.0,86.0,0.0,551.0
467,"Glynn County, Georgia",83467.0,58217.0,22914.0,726.0,1580.0,128.0,2171.0
468,"DeKalb County, Georgia",736066.0,268701.0,408978.0,11027.0,51147.0,1054.0,17415.0
469,"Haralson County, Georgia",28722.0,26997.0,1586.0,254.0,245.0,0.0,258.0
470,"Lincoln County, Georgia",7768.0,5194.0,2515.0,24.0,32.0,2.0,41.0
471,"Jackson County, Georgia",63851.0,57180.0,5006.0,369.0,1425.0,28.0,1186.0
472,"Jefferson County, Georgia",15954.0,7118.0,8748.0,38.0,28.0,0.0,234.0
473,"Jones County, Georgia",28540.0,21120.0,7311.0,175.0,225.0,24.0,17.0
474,"Murray County, Georgia",39444.0,38516.0,495.0,258.0,198.0,0.0,375.0
475,"Muscogee County, Georgia",198647.0,94731.0,95358.0,1643.0,7036.0,614.0,7423.0
476,"Pulaski County, Georgia",11396.0,7393.0,3963.0,145.0,0.0,0.0,62.0
477,"Rabun County, Georgia",16354.0,15264.0,351.0,201.0,141.0,28.0,573.0
478,"Stewart County, Georgia",5832.0,1759.0,2964.0,17.0,161.0,8.0,1088.0
479,"Towns County, Georgia",11173.0,10913.0,198.0,210.0,41.0,0.0,37.0
480,"Treutlen County, Georgia",6752.0,4717.0,2022.0,13.0,0.0,0.0,19.0
481,"Turner County, Georgia",8036.0,4501.0,3497.0,23.0,32.0,0.0,35.0
482,"Irwin County, Georgia",9278.0,6612.0,2759.0,68.0,45.0,0.0,39.0
483,"Atkinson County, Georgia",8313.0,6021.0,1530.0,67.0,8.0,0.0,761.0
484,"Appling County, Georgia",18471.0,14312.0,3523.0,127.0,156.0,2.0,601.0
485,"Bacon County, Georgia",11279.0,9239.0,1826.0,32.0,155.0,48.0,236.0
486,"Brantley County, Georgia",18411.0,17429.0,892.0,108.0,161.0,25.0,64.0
487,"Whitfield County, Georgia",103963.0,93176.0,4655.0,1215.0,1731.0,66.0,4893.0
488,"Calhoun County, Georgia",6503.0,2288.0,3980.0,57.0,35.0,0.0,231.0
489,"Macon County, Georgia",13675.0,4896.0,8229.0,105.0,221.0,2.0,363.0
490,"Troup County, Georgia",69433.0,42258.0,25321.0,624.0,1631.0,124.0,1303.0
491,"Bibb County, Georgia",153923.0,65825.0,85216.0,842.0,3568.0,227.0,1055.0
492,"Harris County, Georgia",33198.0,27097.0,5986.0,277.0,514.0,8.0,354.0
493,"Marion County, Georgia",8558.0,5248.0,3160.0,48.0,61.0,40.0,150.0
494,"Schley County, Georgia",5168.0,3613.0,1497.0,2.0,0.0,12.0,95.0
495,"Worth County, Georgia",20809.0,14495.0,5990.0,320.0,64.0,92.0,114.0
496,"Bleckley County, Georgia",12779.0,9024.0,3624.0,48.0,22.0,8.0,179.0
497,"Dooly County, Georgia",14053.0,6395.0,7119.0,5.0,16.0,0.0,771.0
498,"Evans County, Georgia",10757.0,6424.0,3278.0,24.0,110.0,0.0,1000.0
499,"Franklin County, Georgia",22328.0,19473.0,2337.0,22.0,263.0,4.0,490.0
500,"Webster County, Georgia",2627.0,1316.0,1294.0,8.0,0.0,0.0,26.0
501,"Effingham County, Georgia",57087.0,48106.0,8158.0,553.0,770.0,186.0,600.0
502,"Lamar County, Georgia",18282.0,12796.0,5835.0,348.0,138.0,13.0,14.0
503,"Glascock County, Georgia",3027.0,2727.0,311.0,24.0,0.0,0.0,21.0
504,"Emanuel County, Georgia",22502.0,14327.0,8133.0,91.0,100.0,10.0,362.0
505,"Quitman County, Georgia",2140.0,944.0,1109.0,12.0,106.0,4.0,0.0
506,"Chatham County, Georgia",285506.0,156938.0,117729.0,2453.0,9823.0,637.0,6558.0
507,"Liberty County, Georgia",62120.0,31617.0,27854.0,941.0,2150.0,503.0,2810.0
508,"Jasper County, Georgia",13732.0,10521.0,2959.0,67.0,63.0,0.0,286.0
509,"Johnson County, Georgia",9800.0,6474.0,3411.0,5.0,17.0,0.0,0.0
510,"Lanier County, Georgia",10388.0,7745.0,2593.0,81.0,29.0,7.0,57.0
511,"Madison County, Georgia",28600.0,24725.0,2723.0,173.0,499.0,0.0,942.0
512,"Mitchell County, Georgia",22574.0,11415.0,11016.0,87.0,94.0,13.0,268.0
513,"Seminole County, Georgia",8549.0,5387.0,2926.0,66.0,82.0,0.0,204.0
514,"Tift County, Georgia",40531.0,26239.0,12203.0,166.0,752.0,69.0,1716.0
515,"Twiggs County, Georgia",8323.0,4764.0,3591.0,99.0,31.0,0.0,0.0
516,"Polk County, Georgia",41444.0,31883.0,5692.0,264.0,351.0,26.0,3865.0
517,"Talbot County, Georgia",6423.0,2732.0,3635.0,9.0,60.0,0.0,17.0
518,"Taylor County, Georgia",8267.0,4776.0,3340.0,20.0,75.0,0.0,79.0
519,"Terrell County, Georgia",8978.0,3351.0,5644.0,14.0,22.0,0.0,33.0
520,"Thomas County, Georgia",44909.0,27753.0,16684.0,712.0,621.0,177.0,430.0
521,"Toombs County, Georgia",27160.0,17563.0,7283.0,209.0,249.0,0.0,2475.0
522,"Wilkinson County, Georgia",9147.0,5574.0,3677.0,16.0,0.0,8.0,66.0
523,"Ben Hill County, Georgia",17272.0,10444.0,6291.0,51.0,42.0,28.0,526.0
524,"Burke County, Georgia",22645.0,11049.0,11156.0,13.0,133.0,49.0,406.0
525,"Catoosa County, Georgia",65870.0,62348.0,2354.0,647.0,1274.0,21.0,771.0
526,"Chattahoochee County, Georgia",11096.0,8174.0,2367.0,227.0,486.0,125.0,353.0
527,"Chattooga County, Georgia",24880.0,21931.0,2696.0,174.0,171.0,0.0,262.0
528,"Columbia County, Georgia",143723.0,112010.0,25752.0,1396.0,7375.0,387.0,1689.0
529,"Decatur County, Georgia",27023.0,14364.0,11405.0,144.0,176.0,0.0,1141.0
530,"Floyd County, Georgia",96471.0,77029.0,14755.0,675.0,1743.0,52.0,3883.0
531,"Forsyth County, Georgia",211300.0,179077.0,8144.0,1597.0,24154.0,182.0,2995.0
532,"Habersham County, Georgia",43878.0,38602.0,1732.0,340.0,1123.0,138.0,2743.0
533,"Hart County, Georgia",25535.0,19993.0,4997.0,92.0,279.0,5.0,546.0
534,"Lowndes County, Georgia",113941.0,67983.0,42697.0,811.0,2762.0,149.0,2016.0
535,"McIntosh County, Georgia",14061.0,8861.0,5032.0,43.0,65.0,117.0,137.0
536,"Meriwether County, Georgia",21152.0,12638.0,8442.0,131.0,152.0,0.0,223.0
537,"Monroe County, Georgia",26795.0,19987.0,6402.0,111.0,258.0,0.0,292.0
538,"Putnam County, Georgia",21430.0,14890.0,5832.0,173.0,189.0,146.0,678.0
539,"Sumter County, Georgia",30687.0,13482.0,16340.0,176.0,437.0,7.0,867.0
540,"Taliaferro County, Georgia",1844.0,686.0,1143.0,0.0,6.0,0.0,12.0
541,"Warren County, Georgia",5410.0,2050.0,3282.0,2.0,59.0,17.0,42.0
542,"Baker County, Georgia",3251.0,1817.0,1349.0,6.0,18.0,16.0,45.0
543,"Bryan County, Georgia",34883.0,27961.0,5703.0,286.0,899.0,171.0,890.0
544,"Butts County, Georgia",23556.0,16413.0,6855.0,53.0,182.0,18.0,287.0
545,"Candler County, Georgia",10894.0,7578.0,2680.0,116.0,277.0,0.0,493.0
546,"Camden County, Georgia",52252.0,40128.0,10751.0,754.0,1186.0,183.0,1249.0
547,"Carroll County, Georgia",114898.0,88114.0,22899.0,1166.0,1278.0,139.0,3782.0
548,"Crawford County, Georgia",12385.0,9300.0,2969.0,37.0,193.0,9.0,61.0
549,"Early County, Georgia",10405.0,4877.0,5356.0,41.0,91.0,0.0,139.0
550,"Crisp County, Georgia",23005.0,12668.0,10129.0,172.0,301.0,49.0,75.0
551,"Coffee County, Georgia",43048.0,29258.0,12347.0,141.0,599.0,0.0,1138.0
552,"Coweta County, Georgia",138015.0,109202.0,25800.0,1141.0,3508.0,219.0,1801.0
553,"Cobb County, Georgia",739072.0,460137.0,213006.0,5758.0,43683.0,973.0,37968.0
554,"Gilmer County, Georgia",29614.0,27506.0,632.0,499.0,195.0,3.0,1254.0
555,"Dade County, Georgia",16282.0,15607.0,169.0,187.0,267.0,137.0,70.0
556,"Walton County, Georgia",88695.0,71234.0,15209.0,571.0,1496.0,137.0,1460.0
557,"Wilkes County, Georgia",9905.0,5315.0,4270.0,19.0,83.0,0.0,306.0
558,"Brooks County, Georgia",15629.0,9781.0,5353.0,404.0,190.0,4.0,377.0
559,"Dodge County, Georgia",21063.0,14780.0,6338.0,215.0,125.0,0.0,300.0
560,"Gordon County, Georgia",56424.0,51636.0,2694.0,912.0,708.0,98.0,1299.0
561,"Elbert County, Georgia",19288.0,13237.0,5949.0,69.0,38.0,0.0,109.0
562,"Cherokee County, Georgia",235896.0,208528.0,17813.0,2258.0,5725.0,137.0,6888.0
563,"Fayette County, Georgia",110306.0,78946.0,25331.0,1125.0,5955.0,317.0,2550.0
564,"Jenkins County, Georgia",8929.0,5530.0,3250.0,130.0,88.0,0.0,0.0
565,"Lee County, Georgia",29216.0,22334.0,6143.0,222.0,1009.0,24.0,280.0
566,"Newton County, Georgia",105042.0,56731.0,47049.0,1048.0,1508.0,255.0,1406.0
567,"Pickens County, Georgia",30343.0,29728.0,204.0,558.0,278.0,17.0,267.0
568,"Greene County, Georgia",16732.0,10009.0,6105.0,143.0,169.0,10.0,553.0
569,"Colquitt County, Georgia",45890.0,30178.0,10768.0,548.0,501.0,45.0,4740.0
570,"Cook County, Georgia",17190.0,12025.0,4898.0,187.0,96.0,0.0,223.0
571,"Dawson County, Georgia",23397.0,22954.0,399.0,93.0,191.0,13.0,117.0
572,"Hancock County, Georgia",8667.0,2163.0,6368.0,11.0,47.0,16.0,113.0
